ZIP,Geographic Area Name,Number HH,Number Families,Families with Children <18,Families with No Own Children,Married Couple Families,Married Couple with Kids <18,Female Householder,Single Mom,Male Householder,Single Dad,2-Person Families,3-Person Families,4-Person Families,5-Person Families,6-Person Families,7+ Person Families,No Earners,1 Earner,2 Earners,3+ Earners,Non Family Households,Non-Family Female Householder,Single Woman,Single Woman Not Alone,Non-Family Male,Single Male,Single Male Not Alone,Median Income,Median Family Income,Median Family With Children,Median Family No Kids,Median Married,Median Married Kids,Media Married No Kids,Total Pop,Total Pop <5,Total Pop 5-9,Total Pop 10-14,Total Pop 15-19,Total Pop 20-24,Total Pop 25-29,Total Pop 30-34,Total Pop 35-39,Total Pop 40-44,Total Pop 45-49,Total Pop 50-54,Total Pop 55-59,Total Pop 60-64,Total Pop 65-69,Total Pop 70-74,Total Pop 75-79,Total Pop 80-84,Total Pop 85+,Total Pop 5-14,Total Pop 15-17,Total Pop <18,Total Pop 18-24,Total Pop 15-44,Total Pop 16+,Total Pop 18+,Total Pop 21+,Total Pop 60+,Total Pop 62+,Total Pop 65+,Total Pop 75+,Median Age,Males Per 100 Females,Age Dependency Ratio,Old-Age Dependency Ratio,Child Dependency Ratio,Total Pop Male,Median Age Male,Total Pop Female,Median Age Female,ZCTA5,latitude,longitude,area_land_meters,area_water_meters,area_land_sqmi,area_water_sqmi,wealth_score,population_score,children_score,area_score,composite_score,grade,cluster,cluster_id,cluster_radius,cluster_grades,ZIPs in Cluster,Avg Median Income,Total Population,Total Children,Total Area (sq mi)
77494,ZCTA5 77494,42600,36236,22887,13349,32380,20626,2977,1853,879,408,8917,8928,11840,5091,994,466,2722,12184,17071,4259,6364,3821,3276,545,2543,2140,403,146105.0,160312,169535,141221,171718,174309,75864,137213,8864,12064,14874,11312,5806,4449,5790,10143,15004,13508,10609,7198,5266,4521,3167,2223,1170,1245,26938,8300,44102,8818,52504,97989,93111,89146,17592,15598,12326,4638,38.3,95.8,69.8,15.3,54.6,67127,38.5,70086,37.9,77494,29.743948,-95.830502,105829656.0,587248.0,40.861,0.227,0.4227959354878137,1.0,1.0000000000000002,0.9915203411125556,0.7967066285876182,A,0,"A,B,C_10mi_C1",10,"A,B,C",76,111721.14,3857451,496758,2433.09
77449,ZCTA5 77449,39327,29814,16382,13432,21006,11134,5777,3461,3031,1787,10007,7128,5693,4659,1601,726,1766,9778,12000,6270,9513,4679,4027,652,4834,3652,1182,85934.0,91466,84670,98859,104598,104907,59820,123042,8855,9635,11513,7918,6895,8719,9036,11659,9665,8225,8008,7113,6458,3681,2193,1718,1227,524,21148,5513,35516,9300,53892,91014,87526,83742,15801,13673,9343,3469,34.3,97.7,57.4,12.0,45.4,60810,33.6,62232,34.9,77449,29.837611,-95.73374,77385924.0,331849.0,29.879,0.128,0.0885070306727334,0.8886032764204634,0.7149680133204802,0.9938096843262124,0.5722599726646254,A,0,"A,B,C_10mi_C1",10,"A,B,C",76,111721.14,3857451,496758,2433.09
78660,ZCTA5 78660,42673,30392,17159,13233,24922,14268,3934,1914,1536,977,10719,7305,6123,3296,2328,621,1257,7088,17081,4966,12281,6782,4929,1853,5499,3993,1506,109522.0,122877,130923,112440,132811,141425,77822,118437,6866,7817,11589,8534,5154,8834,9209,10548,11414,9809,8456,6619,4815,3376,2949,1253,638,557,19406,5711,31983,7977,53693,90689,86454,82541,13588,11753,8773,2448,35.6,101.6,52.5,11.3,41.2,59687,35.2,58750,35.9,78660,30.43963,-97.594687,117709354.0,60708.0,45.448,0.023,0.2195536592276538,0.8524038612709492,0.749014109192884,0.9905641202674416,0.6206134037818501,A,1,"A,B,C_10mi_C2",10,"A,B,C",36,121635.97,1537080,193174,1180.07
77433,ZCTA5 77433,33441,28557,16997,11560,24057,14596,3434,1701,1066,700,8415,6262,8033,3360,1616,871,1771,8963,13561,4262,4884,3306,2772,534,1578,1285,293,137348.0,144684,151741,137264,160424,167397,63154,112211,9704,12502,10442,8731,4383,4701,8013,10952,8871,8211,6931,5644,4480,3639,2483,1671,451,402,22944,5598,38246,7516,45651,78046,73965,69645,13126,11050,8646,2524,33.6,102.0,71.8,13.2,58.6,56654,31.6,55557,35.2,77433,29.945301,-95.741369,151412316.0,2089420.0,58.461,0.807,0.3741451246409662,0.8034619375530612,0.7419156953816493,0.987851388229624,0.6623955979838887,A,0,"A,B,C_10mi_C1",10,"A,B,C",76,111721.14,3857451,496758,2433.09
77084,ZCTA5 77084,36216,27139,13477,13662,18603,8656,6131,3576,2405,1245,8791,7218,5270,3214,1733,913,2001,8474,11736,4928,9077,5029,4080,949,4048,3339,709,76327.0,85515,68484,96657,97075,91536,51359,109115,6227,8459,9778,8817,7128,8689,8668,7578,7504,7026,7584,6002,5004,4530,2924,1766,772,659,18237,5357,29821,10588,48384,82824,79294,74493,15655,13698,10651,3197,33.2,94.8,59.0,15.5,43.4,53101,32.6,56014,33.9,77084,29.827486,-95.65992,79400405.0,301381.0,30.657,0.116,0.0351339188986483,0.7791246108857655,0.587678555779511,0.9936474999317284,0.4934724855152925,A,0,"A,B,C_10mi_C1",10,"A,B,C",76,111721.14,3857451,496758,2433.09
11368,ZCTA5 11368,29859,22321,9396,12925,12144,5506,5636,2447,4541,1443,6850,5014,4974,2722,1454,1307,2013,6957,8070,5281,7538,3606,2816,790,3932,2481,1451,71798.0,70817,56349,77497,75100,74524,57101,107060,7039,7220,7342,7330,6059,8754,9531,8048,7787,7474,6798,6040,4789,4570,2954,2283,1430,1612,14562,4739,26340,8650,47509,84095,80720,76577,17638,15609,12849,5325,35.1,108.0,57.7,18.9,38.8,55585,35.3,51475,34.9,11368,40.749737,-73.853045,6810481.0,99467.0,2.63,0.038,0.009972388428696,0.7629704744835393,0.4088598720532819,0.9994900989345652,0.4286659073029208,A,2,"A,B,C_10mi_C3",10,"A,B,C",568,131250.2,17623652,1797604,7714.57
11385,ZCTA5 11385,37586,23851,8830,15021,15006,5873,6103,2210,2742,747,9174,6243,4961,2134,1061,278,2836,7074,9681,4260,13735,7258,4696,2562,6477,4026,2451,87365.0,89695,81111,94797,100224,103413,69283,103865,5852,5418,5979,5145,7319,9526,10565,8688,7310,6232,7003,6626,5417,4753,3301,1916,1344,1471,11397,3012,20261,9452,48553,85364,83604,80248,18202,16084,12785,4731,36.1,97.0,46.7,18.1,28.6,51143,36.3,52722,35.8,11385,40.700647,-73.889423,9365112.0,82983.0,3.616,0.032,0.0964571631749418,0.7378549193472315,0.3840592410831654,0.9992845541878282,0.4464414464337998,A,2,"A,B,C_10mi_C3",10,"A,B,C",568,131250.2,17623652,1797604,7714.57
92336,ZCTA5 92336,28225,24649,12479,12170,18031,9619,4519,2135,2099,725,5978,5760,6577,3785,1782,767,1826,7287,9968,5568,3576,1821,1315,506,1755,1311,444,121989.0,120602,116589,125980,138770,136532,77694,103393,6688,7040,8426,8779,6670,6782,7269,8726,8658,7014,6555,5907,4638,4292,2698,1428,1147,676,15466,6080,28234,9369,46884,79353,75159,71410,14879,12927,10241,3251,35.0,98.5,59.3,15.8,43.5,51309,33.7,52084,36.1,92336,34.147718,-117.464506,64485907.0,189585.0,24.898,0.073,0.2888159247098563,0.7341445775555766,0.5439488213127683,0.9948480396847286,0.5603263415061048,A,3,"A,B,C_10mi_C4",10,"A,B,C",285,115192.94,12240769,1193809,4190.56
37013,ZCTA5 37013,38239,23920,12536,11384,15564,8168,5854,3446,2502,922,8607,5517,4603,2875,1291,1027,1110,7353,11444,4013,14319,7442,6159,1283,6877,4863,2014,72233.0,81444,64296,93881,86561,72360,60549,102055,7819,9153,8280,6330,6259,8429,9695,8005,9010,7017,5167,4706,4458,3356,2350,1022,625,374,17433,4021,29273,8568,47728,75443,72782,69533,12185,10573,7727,2021,32.3,96.7,56.9,11.9,45.0,50162,32.1,51893,32.5,37013,36.051845,-86.630396,104055102.0,13491689.0,40.176,5.209,0.0123890953738118,0.7236267018834701,0.5464464113574621,0.9916631384264654,0.4617449179287366,A,4,"A,B,C_10mi_C5",10,"A,B,C",17,111471.24,747626,90173,817.64
90650,ZCTA5 90650,26801,21705,8962,12743,14342,6313,4760,1741,2603,908,5176,4956,4754,3975,1746,1098,1908,5463,8111,6223,5096,2778,2301,477,2318,1564,754,98709.0,104096,97067,109387,117978,120399,71026,100808,6444,6045,6308,6933,6606,7639,8193,7251,6591,6148,6890,5582,6488,5162,3128,2016,1317,2067,12353,4282,23079,9257,43213,80710,77729,73515,20178,17768,13690,5400,36.5,102.3,57.4,21.4,36.0,50969,35.1,49839,37.9,90650,33.9076,-118.082645,25408311.0,96906.0,9.81,0.037,0.1594804357850408,0.713824167531365,0.3898431338182456,0.9979933329289148,0.4652349261158481,A,3,"A,B,C_10mi_C4",10,"A,B,C",285,115192.94,12240769,1193809,4190.56
30044,ZCTA5 30044,30769,23269,11791,11478,16149,8353,5067,2502,2053,936,6955,6283,5072,2953,1049,957,1617,6730,10682,4240,7500,3718,2942,776,3782,2969,813,76133.0,81738,71428,90098,95713,88689,56530,100471,7062,7847,8724,7283,6671,7701,7553,7127,6460,7373,6235,6314,5199,3781,2507,1240,762,632,16571,4662,28295,9292,42795,75246,72176,68624,14121,11693,8922,2634,33.0,97.3,58.8,14.1,44.7,49536,32.4,50935,34.2,30044,33.915234,-84.063923,63541193.0,447214.0,24.533,0.173,0.0340561231576082,0.7111750463792725,0.5138024712996232,0.994924128764403,0.4575340130855647,A,5,"A,B,C_10mi_C6",10,"A,B,C",77,105999.27,3737525,428490,2980.69
11226,ZCTA5 11226,39305,22600,8257,14343,11753,4357,8388,3232,2459,668,9502,6043,3894,2044,605,512,2043,7971,9665,2921,16705,9039,6661,2378,7666,5550,2116,81084.0,93381,79196,100919,120203,123025,60989,100022,5423,4665,5156,4910,6100,10688,10333,8223,7193,6034,6289,6211,5030,4711,4218,2250,1368,1220,9821,3235,18479,7775,47447,83357,81543,78688,18797,16634,13767,4838,36.5,87.5,47.6,20.3,27.3,46690,34.7,53332,38.0,11226,40.646448,-73.956649,3339501.0,0.0,1.289,0.0,0.0615621371467302,0.7076455051410244,0.3589518885286127,0.9997696481286568,0.4207268628074428,A,2,"A,B,C_10mi_C3",10,"A,B,C",568,131250.2,17623652,1797604,7714.57
94565,ZCTA5 94565,30268,23332,10320,13012,15910,7048,4842,2178,2580,1094,7729,5044,4307,3424,1608,1220,2053,7266,9361,4652,6936,3752,3051,701,3184,2216,968,95035.0,101245,80784,114878,120284,106250,71819,99933,6636,5487,7120,6922,8075,8096,7612,7323,6225,6037,5906,5550,6341,4691,3153,2159,1225,1375,12607,4242,23485,10755,44253,79332,76448,72023,18944,16340,12603,4759,35.0,97.2,56.5,19.7,36.8,49268,34.6,50665,35.5,94565,38.014576,-121.906255,77788781.0,10022874.0,30.034,3.87,0.1390689844830747,0.706945885608276,0.4493471211988433,0.9937773725252548,0.4739340639291726,A,6,"A,B,C_10mi_C7",10,"A,B,C",179,155357.97,6506846,669687,3005.99
11373,ZCTA5 11373,32373,22951,9341,13610,14932,6383,5317,2306,2702,652,8146,5906,5048,2356,871,624,2843,6463,9146,4499,9422,4918,3703,1215,4504,2962,1542,71470.0,73926,65517,82963,79242,77779,54205,99433,4967,5658,6328,5794,5164,7416,8627,8719,7122,6907,6760,6895,5584,4276,3851,2252,1856,1257,11986,3694,20647,7264,42842,81426,78786,75672,19076,16413,13492,5365,38.3,100.9,52.3,20.7,31.6,49931,37.6,49502,39.2,11373,40.738843,-73.878539,3942315.0,0.0,1.522,0.0,0.0081501358355972,0.7030154387950822,0.4064499167469985,0.9997210761956044,0.4153487717549157,A,2,"A,B,C_10mi_C3",10,"A,B,C",568,131250.2,17623652,1797604,7714.57
91331,ZCTA5 91331,23036,19566,7526,12040,12113,4882,4670,1752,2783,892,3913,3871,4199,3689,1464,2430,1583,5343,6447,6193,3470,1882,1630,252,1588,1265,323,82025.0,84981,69327,93715,93999,84167,55978,98820,5823,6121,7498,7276,7511,7640,7989,6501,6374,6155,6826,6379,4663,4310,2811,2234,1424,1285,13619,4632,24074,10155,43291,77592,74746,70786,16727,14786,12064,4943,34.7,105.6,57.7,19.2,38.4,50747,33.3,48073,36.2,91331,34.255442,-118.421314,22928471.0,120344.0,8.853,0.046,0.0667900020555898,0.6981967110021068,0.326921391639646,0.998192832241924,0.4108211852480602,A,3,"A,B,C_10mi_C4",10,"A,B,C",285,115192.94,12240769,1193809,4190.56
77573,ZCTA5 77573,36043,27162,13221,13941,23348,11564,2681,1220,1133,437,10598,6437,6717,2669,538,203,2323,7534,14168,3137,8881,4641,4173,468,4240,3599,641,122783.0,147196,148227,144958,152057,159850,80912,97871,6141,8574,7257,7067,3861,5327,6594,7381,8713,7579,6119,6030,5387,4026,3152,2204,1101,1358,15831,4441,26413,6487,38943,74218,71458,68221,17228,14759,11841,4663,37.5,103.4,64.2,19.9,44.3,49753,35.9,48118,38.5,77573,29.503785,-95.0873,77982784.0,3566444.0,30.109,1.377,0.2932271093407112,0.6907367229506651,0.5764613092629919,0.993761737782856,0.5627794863057078,A,0,"A,B,C_10mi_C1",10,"A,B,C",76,111721.14,3857451,496758,2433.09
77429,ZCTA5 77429,32248,25702,13486,12216,21084,10995,3259,1716,1359,775,8565,6921,6655,2485,829,247,1566,7666,12463,4007,6546,3460,2739,721,3086,2737,349,117931.0,135793,133933,138742,146696,146684,67679,95938,6699,7019,8048,7940,4459,4949,5829,8118,7261,7118,7937,6224,4368,3947,2491,1941,1083,507,15067,5766,27532,6633,38556,72322,68406,65242,14337,12599,9969,3531,36.9,100.0,64.2,17.1,47.1,47978,36.3,47960,37.5,77429,29.995758,-95.665088,99242163.0,977982.0,38.318,0.378,0.2662711045184087,0.6755416155708582,0.5880729121023573,0.992050463111493,0.5535326527930458,A,0,"A,B,C_10mi_C1",10,"A,B,C",76,111721.14,3857451,496758,2433.09
75052,ZCTA5 75052,31641,22659,10575,12084,17137,7626,4166,2243,1356,706,7937,4767,4807,3224,1258,666,1444,6842,9981,4392,8982,4854,4207,647,4128,3475,653,87320.0,101415,87202,108171,118297,117500,54870,95485,5692,7204,8607,8124,5371,7023,6019,7199,7048,6139,5279,6119,5681,4073,2761,1580,660,906,15811,5309,26812,8186,40784,72061,68673,64696,15661,13263,9980,3146,34.7,95.8,62.7,17.0,45.7,46706,33.4,48779,35.9,75052,32.664684,-97.029478,67747019.0,4936647.0,26.157,1.906,0.0962071590082057,0.6719806307581047,0.4605205503461572,0.9945855844756596,0.455412634579689,A,7,"A,B,C_10mi_C8",10,"A,B,C",101,114869.37,4407816,547974,2823.44
92335,ZCTA5 92335,25070,20658,10523,10135,12535,6671,5584,2836,2539,1016,4765,4423,4453,3344,2098,1575,1864,6577,7205,5012,4412,2046,1633,413,2366,1767,599,75198.0,77453,70628,84807,87699,84431,50543,95295,6083,7626,8724,8201,7452,7701,7213,6307,6029,6146,5909,4781,4487,3290,2000,1469,1010,867,16350,4857,27290,10796,42903,71246,68005,63016,13123,10955,8636,3346,31.4,101.8,60.5,14.5,46.0,48064,30.8,47231,32.1,92335,34.087181,-117.46545,44943462.0,0.0,17.353,0.0,0.0288615921376467,0.6704870609690909,0.4582420471474893,0.9964208947700536,0.4311347178017494,A,3,"A,B,C_10mi_C4",10,"A,B,C",285,115192.94,12240769,1193809,4190.56
11236,ZCTA5 11236,33318,24242,8023,16219,11267,3579,10366,3682,2609,762,10033,6230,4191,2150,833,805,3939,8701,8099,3503,9076,5187,4638,549,3889,3494,395,82813.0,93846,83821,98272,116030,133468,70613,95174,5658,5769,5259,5407,5606,7115,6672,5570,5859,5657,5762,6907,6488,5863,4398,3805,1535,1844,11028,3479,20165,7534,36229,77543,75009,72168,23933,21517,17445,7184,40.4,84.5,65.3,30.3,35.0,43576,37.0,51598,43.0,11236,40.639413,-73.900664,9321422.0,89767.0,3.599,0.035,0.0711678527975466,0.6695358928402981,0.348698624134607,0.999288098062772,0.4133187289969989,A,2,"A,B,C_10mi_C3",10,"A,B,C",568,131250.2,17623652,1797604,7714.57
90250,ZCTA5 90250,32712,21703,10970,10733,12659,6754,6512,3342,2532,874,7367,5471,4902,2561,709,693,1675,8074,8880,3074,11009,5194,4157,1037,5815,4602,1213,74923.0,80371,73325,90708,100908,95983,54050,94991,6247,6481,6994,6547,5759,8214,9076,7172,6588,5957,6902,4836,4626,3304,2643,1715,1019,911,13475,4203,23925,8103,43356,73739,71066,67651,14218,12298,9592,3645,34.0,95.5,54.5,15.6,38.9,46393,33.4,48598,34.4,90250,33.914775,-118.348083,17338421.0,35694.0,6.694,0.014,0.0273337888964816,0.6680973493066693,0.4778284111821926,0.9986429043597792,0.4363312549837271,A,3,"A,B,C_10mi_C4",10,"A,B,C",285,115192.94,12240769,1193809,4190.56
10314,ZCTA5 10314,31419,23446,8999,14447,17804,7317,4198,1229,1444,453,8533,5183,4802,2855,1276,797,3545,6290,9778,3833,7973,4719,4037,682,3254,2585,669,104655.0,123776,130203,122193,141035,148551,94823,93539,5147,5321,5624,5584,5471,6586,5778,5785,5898,5973,6077,5810,6375,5242,4895,3420,2111,2442,10945,3312,19404,7743,35102,76349,74135,71074,24485,22156,18110,7973,41.4,95.5,67.0,32.3,34.6,45695,39.3,47844,43.9,10314,40.599263,-74.165748,35438320.0,1681942.0,13.683,0.649,0.1925143196831059,0.6566833317611547,0.3914643764788362,0.9971859548314376,0.4657338844096845,A,2,"A,B,C_10mi_C3",10,"A,B,C",568,131250.2,17623652,1797604,7714.57
91342,ZCTA5 91342,25205,20626,8276,12350,13509,5377,4885,2012,2232,887,5345,5207,4969,2439,1281,1385,1936,5666,7675,5349,4579,2336,1932,404,2243,1704,539,95480.0,100885,85417,106869,116182,112711,59432,93513,5267,5064,6372,7693,6141,7062,6441,5981,6334,6230,6138,6056,6070,4592,3518,1943,1204,1407,11436,4753,21456,9081,39652,74929,72057,67805,18734,16095,12664,4554,37.4,98.4,57.4,21.3,36.1,46370,35.8,47143,38.6,91342,34.326584,-118.382261,143234552.0,196959.0,55.303,0.076,0.1415412479096874,0.6564789485268685,0.3597844185435107,0.9885097151162318,0.4370470093042523,A,3,"A,B,C_10mi_C4",10,"A,B,C",285,115192.94,12240769,1193809,4190.56
78641,ZCTA5 78641,32254,25754,13963,11791,21766,11739,2814,1720,1174,504,9339,5868,7079,2219,943,306,1833,6614,13607,3700,6500,3559,2897,662,2941,2322,619,131421.0,147149,149821,142096,160197,166158,59125,93399,6749,6815,8472,5623,4728,3192,8491,8643,9237,7293,5923,4871,4884,3194,2988,1169,598,529,15287,3899,25935,6452,39914,70037,67464,64628,13362,11388,8478,2296,36.7,102.3,58.3,14.4,44.0,47235,36.9,46164,36.6,78641,30.562557,-97.907846,327347545.0,5203860.0,126.39,2.009,0.3412167980577454,0.6555828066534604,0.6089737972132153,0.9736906893441308,0.5792881832164872,A,1,"A,B,C_10mi_C2",10,"A,B,C",36,121635.97,1537080,193174,1180.07
10025,ZCTA5 10025,41029,19284,6933,12351,13163,4969,4091,1388,2030,576,10803,4861,2606,788,34,192,2694,6030,9545,1015,21745,12724,10344,2380,9021,6817,2204,109195.0,157394,"250,000+",141705,233036,"250,000+",67309,93223,3738,3433,3039,4567,7462,10397,7135,6220,5263,4387,5795,5341,5788,4886,5745,4451,2737,2839,6472,2582,12792,9447,41044,81963,80431,77032,26446,23987,20658,10027,40.4,87.8,56.0,34.6,21.4,43590,40.1,49633,41.1,10025,40.798601,-73.966622,1946729.0,0.0,0.752,0.0,0.2177369622827047,0.6541992893752162,0.3009376917009903,0.9998815928842326,0.4473113411169218,A,2,"A,B,C_10mi_C3",10,"A,B,C",568,131250.2,17623652,1797604,7714.57
34787,ZCTA5 34787,30658,23953,12397,11556,18906,9591,3440,1846,1607,960,9204,5649,6031,1683,1214,172,2166,7547,11449,2791,6705,4149,2966,1183,2556,1754,802,114988.0,126370,131506,123391,152904,154395,52454,93064,5670,6843,8677,5998,4700,4656,6491,7815,9754,6713,6128,5104,4641,3563,2630,1429,1262,990,15520,4603,25793,6095,39414,69551,67271,64764,14515,12629,9874,3681,37.4,94.2,62.1,17.2,44.9,45152,37.3,47912,37.6,34787,28.485174,-81.619415,178922448.0,27465669.0,69.082,10.605,0.2499208320138669,0.6529494072886206,0.5403557970379458,0.9856373002427138,0.5280145068103683,A,8,"A,B,C_10mi_C9",10,"A,B,C",26,96210.58,1205842,134045,800.22
77479,ZCTA5 77479,29611,25120,13030,12090,22423,11496,2012,1200,685,334,8107,6120,6870,2244,1301,478,2234,6981,12161,3744,4491,2540,2349,191,1951,1526,425,162381.0,181533,187824,163675,186742,204406,80158,92355,4100,6288,8630,6998,4977,3874,4148,6049,6927,8478,7112,5708,5720,5146,3884,2327,1083,906,14918,4969,23987,7006,32973,71554,68368,65611,19066,16600,13346,4316,40.9,96.5,67.9,24.3,43.6,45362,40.5,46993,41.1,77479,29.566996,-95.636016,85318410.0,4450440.0,32.942,1.718,0.5132196647721907,0.6473760337075118,0.5680921917448076,0.9931711614466432,0.6285054211522078,A,0,"A,B,C_10mi_C1",10,"A,B,C",76,111721.14,3857451,496758,2433.09
60618,ZCTA5 60618,37745,21207,10030,11177,16028,7653,3378,1684,1801,693,9343,4678,4451,2002,470,263,1846,5350,11588,2423,16538,8456,5908,2548,8082,5483,2599,101558.0,126817,148591,115708,166306,181101,57022,91896,6005,4903,5316,4728,4861,8202,10653,9135,8087,6693,5392,5125,3914,2409,2916,1414,1024,1119,10219,3585,19809,6004,45666,74252,72087,70384,12796,11144,8882,3557,35.7,96.5,45.4,14.1,31.3,45139,35.9,46757,35.5,60618,41.947568,-87.702647,12942897.0,165560.0,4.997,0.064,0.1753084773635116,0.6437678835330001,0.4366400841293489,0.9989966664644572,0.4709530689923024,A,9,"A,B,C_10mi_C10",10,"A,B,C",153,117759.24,5436074,582885,2190.53
90280,ZCTA5 90280,24791,20303,8362,11941,12032,4940,5271,2458,3000,964,4868,4762,5025,2974,1376,1298,1919,5986,6926,5472,4488,2089,1474,615,2399,1833,566,71379.0,74358,68243,82192,85307,81875,61829,91719,4722,5369,7089,6757,6927,7945,6778,5847,5768,6636,6051,5789,4965,4317,3069,2122,735,833,12458,4103,21283,9581,40022,73095,70436,66546,16041,13839,11076,3690,35.2,95.4,54.5,18.7,35.9,44773,34.4,46946,36.5,90280,33.944159,-118.192761,18920698.0,302685.0,7.305,0.117,0.0076445718539753,0.6423765053611294,0.3635527122951538,0.9985155333250364,0.3899940449084189,A,3,"A,B,C_10mi_C4",10,"A,B,C",285,115192.94,12240769,1193809,4190.56
78245,ZCTA5 78245,30429,22738,11606,11132,15931,7892,4517,2315,2290,1399,7942,5618,5015,2755,985,423,1944,7444,9723,3627,7691,3751,3011,740,3940,2927,1013,87890.0,95444,94935,96637,107505,115316,60049,91388,7385,6880,7303,5416,7295,7674,8521,8237,7740,5572,4030,3376,3558,3297,2517,942,547,1098,14183,3586,25154,9125,44883,68680,66234,63480,11959,10769,8401,2587,32.0,101.3,58.0,14.5,43.5,45985,31.2,45403,32.8,78245,29.40009,-98.730555,86068094.0,265771.0,33.231,0.103,0.0993738784535298,0.6397745495707952,0.5056962579966698,0.9931109155725996,0.4634112821077853,A,10,"A,B,C_10mi_C11",10,"A,B,C",24,109368.08,1051051,127749,1016.85
77584,ZCTA5 77584,30559,22926,12618,10308,18833,10278,2850,1641,1243,699,7666,4588,6504,2695,935,538,1995,6075,11776,3080,7633,4431,3927,504,3202,2497,705,116373.0,136758,140536,127783,148834,163705,92926,90979,6593,6698,7483,6857,4009,5151,6521,7902,7192,7200,5743,4943,4281,3211,3219,1960,785,1231,14181,4723,25497,6143,37632,68731,65482,62680,14687,12765,10406,3976,36.6,94.9,65.2,18.9,46.3,44294,35.7,46685,37.2,77584,29.545041,-95.350692,83122840.0,169401.0,32.094,0.065,0.2576154047011894,0.6365594440776028,0.5500394356322846,0.9933479382673662,0.5314913018907271,A,0,"A,B,C_10mi_C1",10,"A,B,C",76,111721.14,3857451,496758,2433.09
11221,ZCTA5 11221,36032,17954,6990,10964,8520,3455,7333,3063,2101,472,7756,4728,2877,1368,846,379,2454,6302,6869,2329,18078,10257,6110,4147,7821,4138,3683,85122.0,86200,65797,93495,125303,129495,46397,90750,4337,4394,4089,4019,8020,12826,12038,7620,5848,4977,4824,3951,4420,2668,2832,1726,1193,968,8483,2634,15454,9405,50371,77126,75296,72838,13807,11804,9387,3887,32.8,87.6,37.7,14.2,23.4,42373,32.5,48377,33.2,11221,40.69134,-73.927879,3582821.0,0.0,1.383,0.0,0.083995844375184,0.63475929943716,0.303435281745684,0.9997500525848504,0.3973434978301791,A,2,"A,B,C_10mi_C3",10,"A,B,C",568,131250.2,17623652,1797604,7714.57
92683,ZCTA5 92683,27858,21338,7877,13461,15270,5982,4005,1399,2063,496,6873,5575,4053,2482,1234,1121,3294,5962,7483,4599,6520,3134,2565,569,3386,2568,818,82703.0,91108,85565,94443,106192,101481,51496,90140,5016,4377,6094,5500,5331,6139,5710,5335,4361,6222,6709,6649,6754,4943,3448,2836,2392,2324,10471,3236,18723,7595,32376,73897,71417,68143,22697,19837,15943,7552,41.7,99.5,62.5,28.7,33.8,44946,41.5,45194,41.9,92683,33.752498,-117.993967,25912444.0,0.0,10.005,0.0,0.0705567315010806,0.6299641543250638,0.3423012882306546,0.9979526825986776,0.403070975749389,A,3,"A,B,C_10mi_C4",10,"A,B,C",285,115192.94,12240769,1193809,4190.56
78613,ZCTA5 78613,33646,23676,12712,10964,19067,10393,2948,1594,1661,725,9063,5695,6623,1403,750,142,2081,7200,11597,2798,9970,4389,3489,900,5581,4153,1428,120829.0,144043,157050,124925,158709,170375,56346,89162,4921,5667,7720,5799,4972,6424,6226,7833,7856,6946,6168,4980,3878,2914,2603,1825,1184,1246,13387,3933,22241,6838,39110,69518,66921,64328,13650,11854,9772,4255,37.3,101.1,56.0,17.1,38.9,44835,36.5,44327,38.0,78613,30.50391,-97.82418,72917132.0,330237.0,28.153,0.128,0.2823713728562143,0.6222762003584568,0.554158268337569,0.994169491864618,0.5386581248523298,A,1,"A,B,C_10mi_C2",10,"A,B,C",36,121635.97,1537080,193174,1180.07
30043,ZCTA5 30043,29286,21730,9527,12203,17430,7550,3239,1594,1061,383,8315,4751,5096,2135,879,554,1867,6231,10004,3628,7556,4220,3743,477,3336,2718,618,91299.0,106212,101276,111423,115932,112653,64006,89046,5390,5445,6171,6725,6663,5670,6090,6938,6294,5694,5905,6162,5119,4417,3428,1500,902,533,11616,4310,21316,9078,38380,70641,67730,64008,15899,13394,10780,2935,36.6,100.0,56.4,18.9,37.4,44512,35.3,44534,37.7,30043,33.999036,-84.009343,84404902.0,956509.0,32.589,0.369,0.1183130829958277,0.6213643366977959,0.414599947419157,0.9932447489675336,0.439049142958976,A,5,"A,B,C_10mi_C6",10,"A,B,C",77,105999.27,3737525,428490,2980.69
92503,ZCTA5 92503,24727,19742,9029,10713,13822,6653,3932,1689,1988,687,5725,4362,4198,2998,1445,1014,1792,5785,7819,4346,4985,2486,2051,435,2499,1866,633,91523.0,97671,89683,104214,114439,111637,56544,88242,5284,5744,7674,6343,5770,6562,7214,6356,5582,6012,5666,4942,4499,4168,2703,1687,877,1159,13418,3658,22360,8455,37827,68370,65882,62013,15093,13174,10594,3723,34.7,100.7,59.6,19.2,40.4,44273,33.3,43969,36.6,92503,33.882584,-117.442292,77488371.0,10935445.0,29.918,4.222,0.1195575481813586,0.6150441782221803,0.3927788975549908,0.993801554260165,0.4317578799134336,A,3,"A,B,C_10mi_C4",10,"A,B,C",285,115192.94,12240769,1193809,4190.56
